## Ideogram.js gene cache for Homo sapiens
## Derived from https://ftp.ensembl.org/pub/release-102/gff3/homo_sapiens/Homo_sapiens.GRCh38.102.gff3.gz
## prefix: ENSG
# chr	start	length	slim_id	symbol	description
16	57092583	55786	140848	CPNE2	copine 2
16	57152466	33650	172775	PSME3IP1	proteasome activator subunit 3 interacting protein 1
16	57177349	4041	285979	AC009090.6	novel transcript%2C antisense to FAM192A
16	57186137	54332	159579	RSPRY1	ring finger and SPRY domain containing 1
16	57245259	8376	102931	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein
16	57245832	564	276663	AC009090.3	novel transcript%2C antisense to ARL2BP
16	57247350	1142	260038	AC009090.1	novel transcript%2C sense to intronic to ARL2BP
16	57248547	36125	102934	PLLP	plasmolipin
16	57358783	7406	102962	CCL22	C-C motif chemokine ligand 22
16	57372477	12567	6210	CX3CL1	C-X3-C motif chemokine ligand 1
16	57404767	11296	102970	CCL17	C-C motif chemokine ligand 17
16	57428187	19233	5194	CIAPIN1	cytokine induced apoptosis inhibitor 1
16	57447425	13845	88682	COQ9	coenzyme Q9
16	57461055	1682	260345	AC009052.1	novel transcript
16	57462660	9349	102978	POLR2C	RNA polymerase II subunit C
16	57471922	15405	125170	DOK4	docking protein 4
16	57512181	24390	135736	CCDC102A	coiled-coil domain containing 102A
16	57542643	49038	159618	ADGRG5	adhesion G protein-coupled receptor G5
16	57610652	54928	205336	ADGRG1	adhesion G protein-coupled receptor G1
16	57622034	9613	261633	AC018552.3	novel transcript%2C antisense to GPR56
16	57668277	21101	182885	ADGRG3	adhesion G protein-coupled receptor G3
16	57681124	20606	260467	AC018552.2	novel transcript%2C antisense to CCDC135 and GPR97
16	57694793	37012	159625	DRC7	dynein regulatory complex subunit 7
16	57735739	21505	140854	KATNB1	katanin regulatory subunit B1
16	57758217	104836	140859	KIFC3	kinesin family member C3
16	57759358	666	276166	AC092118.2	novel transcript%2C antisense to KIFC3
16	57772289	63	274816	MIR6772	microRNA 6772
16	57798186	18760	187185	AC092118.1	uncharacterized LOC388282
16	57830536	106	206833	RNU6-20P	RNA%2C U6 small nuclear 20%2C pseudogene
16	57882340	88788	70729	CNGB1	cyclic nucleotide gated channel subunit beta 1
16	57976435	11681	159648	TEPP	testis%2C prostate and placenta expressed
16	57994668	5785	166188	ZNF319	zinc finger protein 319
16	57999546	22072	103005	USB1	U6 snRNA biogenesis phosphodiesterase 1
16	58025754	21147	102996	MMP15	matrix metallopeptidase 15
16	58083068	100	207173	Y_RNA	Y RNA
16	58113592	15789	70761	CFAP20	cilia and flagella associated protein 20
16	58116885	2468	260545	AC026771.1	novel transcript%2C antisense to C16orf80
16	58129519	33727	260927	AC009107.2	uncharacterized LOC101927556
16	58157907	40199	70770	CSNK2A2	casein kinase 2 alpha 2
16	58197112	20693	260867	AC009107.1	novel transcript%2C antisense to CSNK2A2
16	58199568	268	240863	RN7SL645P	RNA%2C 7SL%2C cytoplasmic 645%2C pseudogene
16	58231157	52679	103021	CCDC113	coiled-coil domain containing 113
16	58279997	15050	103023	PRSS54	serine protease 54
16	58295080	111067	181938	GINS3	GINS complex subunit 3
16	58378052	96	212379	RNU6-269P	RNA%2C U6 small nuclear 269%2C pseudogene
16	58382989	809	261078	AC009118.1	novel transcript%2C antisense to GINS3
16	58384442	100	252271	RNU6-1110P	RNA%2C U6 small nuclear 1110%2C pseudogene
16	58392153	654	276131	AC009118.2	novel transcript%2C antisense to GINS3
16	58421326	41144	260186	LINC02137	long intergenic non-protein coding RNA 2137
16	58462846	50782	103034	NDRG4	NDRG family member 4
16	58496908	106	200556	RNU6-103P	RNA%2C U6 small nuclear 103%2C pseudogene
16	58515479	8363	103037	SETD6	SET domain containing 6%2C protein lysine methyltransferase
16	58519951	109934	125107	CNOT1	CCR4-NOT transcription complex subunit 1
16	58522970	872	276259	AC009118.3	novel transcript%2C antisense to CNOT1
16	58548499	134	207493	SNORA46	small nucleolar RNA%2C H/ACA box 46
16	58559796	133	206952	SNORA50A	small nucleolar RNA%2C H/ACA box 50A
16	58559796	135	281910	SNORA50A	small nucleolar RNA%2C H/ACA box 50A
16	58665109	19661	103042	SLC38A7	solute carrier family 38 member 7
16	58707131	27211	125166	GOT2	glutamic-oxaloacetic transaminase 2
16	58733910	465485	245768	AC106793.1	novel transcript
16	58744251	106	200424	RNU6-1155P	RNA%2C U6 small nuclear 1155%2C pseudogene
16	58770524	296	244003	RN7SL143P	RNA%2C 7SL%2C cytoplasmic 143%2C pseudogene
16	58847715	32636	261638	AC092378.1	novel transcript
16	59004213	281	275808	Metazoa_SRP	Metazoan signal recognition particle RNA
16	59540126	140	200062	RNU4-58P	RNA%2C U4 small nuclear 58%2C pseudogene
16	59855353	198620	261807	LINC02141	long intergenic non-protein coding RNA 2141
16	60346478	152886	261436	AC009081.2	novel transcript
16	60486819	36431	261310	AC009081.1	novel transcript
16	61638233	4344	286653	AC092125.2	novel transcript
16	61647242	389793	150394	CDH8	cadherin 8
16	61691756	1994	260600	AC092125.1	novel transcript
16	61743154	322	201289	RN7SKP76	RN7SK pseudogene 76
16	61918321	22376	260115	AC012174.1	novel transcript%2C antisense to CDH8
16	62187540	106	207441	RNU6-21P	RNA%2C U6 small nuclear 21%2C pseudogene
16	62342420	137	280261	AC009161.2	novel transcript
16	62596372	2077	231589	AC009110.1	novel transcript
16	63056786	72868	261502	AC040174.1	novel transcript
16	63066526	464	269986	AC040174.2	novel transcript
16	63314264	303782	260658	AC138305.1	novel transcript
16	63368844	612	261743	AC138305.2	novel transcript
16	63397707	239	279225	AC138305.3	novel transcript
16	63730205	25679	261014	LINC02165	long intergenic non-protein coding RNA 2165
16	63935778	1128	261653	AC092337.1	novel transcript
16	64155169	1405	260715	AC093536.2	novel transcript
16	64242608	101301	261028	AC012322.1	novel transcript
16	64364781	235466	259846	AC092131.1	novel transcript
16	64943753	182359	140937	CDH11	cadherin 11
16	64981123	2104	278893	AC010533.1	novel transcript
16	65141751	34962	259847	LINC02126	long intergenic non-protein coding RNA 2126
16	65190973	43941	260834	AC009055.2	novel transcript
16	65233056	199764	260364	AC009055.1	novel transcript
16	65284496	291849	261742	LINC00922	long intergenic non-protein coding RNA 922
16	65580668	66279	261818	AC092138.2	novel transcript
16	65601101	597	260004	AC092138.1	novel transcript
16	65861112	2672	260695	AC022164.1	novel transcript
16	66327349	7789	286928	AC012325.1	novel transcript
16	66366622	38162	179776	CDH5	cadherin 5
16	66408524	3611	246898	LINC00920	long intergenic non-protein coding RNA 920
16	66427295	66234	166546	BEAN1	brain expressed associated with NEDD4 1
16	66469796	11434	261656	BEAN1-AS1	BEAN1 antisense RNA 1
16	66469812	47500	260851	AC010542.3	novel protein
16	66508003	44541	166548	TK2	thymidine kinase 2
16	66509437	611	260755	AC010542.2	novel transcript
16	66549280	1909	261519	AC010542.4	novel transcript
16	66550457	110	275745	Y_RNA	Y RNA
16	66552563	13688	217555	CKLF	chemokine like factor
16	66552587	26548	254788	CKLF-CMTM1	CKLF-CMTM1 readthrough
16	66565620	381	277978	AC010542.5	novel transcript%2C antisense to CKLF
16	66566393	12744	89505	CMTM1	CKLF like MARVEL transmembrane domain containing 1
16	66579448	8827	140932	CMTM2	CKLF like MARVEL transmembrane domain containing 2
16	66579983	733	260650	AC010542.1	novel transcript
16	66603874	10018	140931	CMTM3	CKLF like MARVEL transmembrane domain containing 3
16	66614750	81993	183723	CMTM4	CKLF like MARVEL transmembrane domain containing 4
16	66720893	30716	135720	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2
16	66720897	10888	260465	AC018557.1	novel transcript
16	66729152	12264	287965	AC018557.3	novel transcript%2C antisense to DYNC1LI2
16	66738238	1484	260558	AC018557.2	novel transcript
16	66751752	2988	246777	AC044802.1	novel transcript
16	66754640	46980	249961	TERB1	telomere repeat binding bouquet formation protein 1
16	66802875	70381	159593	NAE1	NEDD8 activating enzyme E1 subunit 1
16	66841433	12015	258122	AC044802.2	novel transcript%2C antisense to CA7
16	66844414	9739	168748	CA7	carbonic anhydrase 7
16	66878589	17165	172840	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2
16	66908122	10795	166589	CDH16	cadherin 16
16	66921679	3857	166592	RRAD	RRAD%2C Ras related glycolysis inhibitor and calcium channel regulator
16	66932065	2358	166595	CIAO2B	cytosolic iron-sulfur assembly component 2B
16	66934444	10652	172831	CES2	carboxylesterase 2
16	66942712	20544	265408	AC009084.1	novel transcript
16	66944660	436	280416	AC009084.3	novel transcript
16	66961245	13904	172828	CES3	carboxylesterase 3
16	66988589	21169	172824	CES4A	carboxylesterase 4A
16	67019519	298	265918	RN7SL543P	RNA%2C 7SL%2C cytoplasmic 543%2C pseudogene
16	67028984	72074	67955	CBFB	core-binding factor subunit beta
16	67109941	38603	125149	C16orf70	chromosome 16 open reading frame 70
16	67148104	2894	237172	B3GNT9	UDP-GlcNAc:betaGal beta-1%2C3-N-acetylglucosaminyltransferase 9
16	67154185	5724	102871	TRADD	TNFRSF1A associated via death domain
16	67159932	4638	135722	FBXL8	F-box and leucine rich repeat protein 8
16	67163385	2430	265690	AC074143.1	novel protein
16	67164681	5264	102878	HSF4	heat shock transcription factor 4
16	67170154	5581	140939	NOL3	nucleolar protein 3
16	67175599	8441	196123	KIAA0895L	KIAA0895 like
16	67184379	5806	179044	EXOC3L1	exocyst complex component 3 like 1
16	67192155	6763	205250	E2F4	E2F transcription factor 4
16	67199111	4918	102890	ELMO3	engulfment and cell motility 3
16	67202321	74	207948	MIR328	microRNA 328
16	67205175	1674	280163	AC040160.2	novel transcript
16	67207139	19909	125122	LRRC29	leucine rich repeat containing 29
16	67227103	2175	168701	TMEM208	transmembrane protein 208
16	67229387	18094	135723	FHOD1	formin homology 2 domain containing 1
16	67237683	34508	135740	SLC9A5	solute carrier family 9 member A5
16	67261108	2676	262691	AC040160.1	novel transcript
16	67277510	11989	196155	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4
16	67289428	37332	168676	KCTD19	potassium channel tetramerization domain containing 19
16	67321658	329	201201	RN7SKP118	RN7SK pseudogene 118
16	67326798	58406	159708	LRRC36	leucine rich repeat containing 36
16	67389809	3709	159713	TPPP3	tubulin polymerization promoting protein family member 3
16	67390691	159	239194	RNU1-123P	RNA%2C U1 small nuclear 123%2C pseudogene
16	67394152	22681	159714	ZDHHC1	zinc finger DHHC-type containing 1
16	67430652	6901	176387	HSD11B2	hydroxysteroid 11-beta dehydrogenase 2
16	67430667	797	261320	AC009061.1	novel transcript
16	67438014	43167	159720	ATP6V0D1	ATPase H+ transporting V0 subunit d1
16	67481314	24663	270049	AC009061.2	novel transcript%2C antisense to AGRP
16	67482571	976	159723	AGRP	agouti related neuropeptide
16	67517862	10813	276075	AC027682.6	novel transcript%2C antisense to FAM65A
16	67518418	28370	39523	RIPOR1	RHO family interacting cell polarization regulator 1
16	67538557	1549	261396	AC027682.5	novel transcript%2C antisense to FAM65A
16	67542123	840	259945	AC027682.2	novel transcript%2C antisense to FAM65A
16	67542304	268	260894	AC027682.3	novel transcript%2C antisense to FAM65A
16	67549214	14744	261386	AC027682.4	novel transcript
16	67561411	898	259804	AC027682.1	novel transcript%2C antisense to CTCF
16	67562467	76710	102974	CTCF	CCCTC-binding factor
16	67614381	1765	237718	AC009095.1	novel transcript
16	67644988	12581	159753	CARMIL2	capping protein regulator and myosin 1 linker 2
16	67657512	3303	102977	ACD	ACD shelterin complex subunit and telomerase recruitment factor
16	67660946	1828	102981	PARD6A	par-6 family cell polarity regulator alpha
16	67662945	4320	124074	ENKD1	enkurin domain containing 1
16	67666814	1943	159761	C16orf86	chromosome 16 open reading frame 86
16	67674531	44808	141098	GFOD2	glucose-fructose oxidoreductase domain containing 2
16	67723070	83582	141084	RANBP10	RAN binding protein 10
16	67738588	1334	270165	AC010530.1	novel transcript
16	67806765	25383	102904	TSNAXIP1	translin associated factor X interacting protein 1
16	67828157	19654	102901	CENPT	centromere protein T
16	67842320	1875	168286	THAP11	THAP domain containing 11
16	67846923	25644	102898	NUTF2	nuclear transport factor 2
16	67873052	11447	38358	EDC4	enhancer of mRNA decapping 4
16	67882461	3906	263126	AC040162.3	novel transcript
16	67884885	3970	188038	NRN1L	neuritin 1 like
16	67893254	36422	159792	PSKH1	protein serine kinase H1
16	67927640	4725	141086	CTRL	chymotrypsin like
16	67929614	6403	261884	AC040162.1	novel transcript
16	67934506	2358	205220	PSMB10	proteasome 20S subunit beta 10
16	67939750	4381	213398	LCAT	lecithin-cholesterol acyltransferase
16	67943474	26127	124067	SLC12A4	solute carrier family 12 member 4
16	67975663	4886	141096	DPEP3	dipeptidase 3
16	67987394	13192	167261	DPEP2	dipeptidase 2
16	67987746	91574	167264	DUS2	dihydrouridine synthase 2
16	68013436	2475	263201	DPEP2NB	DPEP2 neighbor
16	68017710	107	202336	RNU6-359P	RNA%2C U6 small nuclear 359%2C pseudogene
16	68020916	2316	182810	DDX28	DEAD-box helicase 28
16	68077340	44931	261864	AC130462.2	novel transcript
16	68084751	144508	72736	NFATC3	nuclear factor of activated T cells 3
16	68089449	94	201850	Y_RNA	Y RNA
16	68189287	134	212445	AC130462.1	
16	68199795	1186	262514	AC020978.6	novel transcript
16	68199841	1140	279621	AC020978.8	novel transcript
16	68212401	9270	260891	AC020978.3	novel transcript%2C intronic to NFATC3
16	68224713	3021	263276	AC020978.7	novel transcript
16	68225969	3176	262160	AC020978.5	novel transcript%2C antisense to NFATC3
16	68229033	9069	103067	ESRP2	epithelial splicing regulatory protein 2
16	68233426	73	284259	MIR6773	microRNA 6773
16	68236845	822	261469	AC020978.4	novel transcript%2C sense intronic to ESRP2
16	68245304	15754	103066	PLA2G15	phospholipase A2 group XV
16	68256162	4281	260441	AC020978.2	novel transcript%2C antisense to PLA2G15
16	68264516	37307	103064	SLC7A6	solute carrier family 7 member 6
16	68284223	95	252026	RNU6-1262P	RNA%2C U6 small nuclear 1262%2C pseudogene
16	68284503	26443	103061	SLC7A6OS	solute carrier family 7 member 6 opposite strand
16	68290087	2703	279649	AC020978.9	novel transcript
16	68310974	47610	132600	PRMT7	protein arginine methyltransferase 7
16	68316801	2235	259797	AC020978.1	novel transcript%2C intronic to PRMT7
16	68329387	142	222177	RNU4-30P	RNA%2C U4 small nuclear 30%2C pseudogene
16	68358327	90181	103056	SMPD3	sphingomyelin phosphodiesterase 3
16	68367325	2937	279693	AC099521.2	novel transcript
16	68448843	1159	287760	AC099521.3	novel transcript
16	68450283	2035	274698	AC099521.1	novel transcript
16	68474553	111	199263	Y_RNA	Y RNA
16	68530090	45982	184939	ZFP90	ZFP90 zinc finger protein
16	68535515	143	201164	RNU4-36P	RNA%2C U4 small nuclear 36%2C pseudogene
16	68573782	15730	260084	AC126773.3	novel transcript%2C antisense to ZFP90
16	68591382	3042	275383	AC126773.6	novel transcript
16	68630223	131	252040	AC126773.1	
16	68630851	117	252640	AC126773.2	
16	68636189	86427	62038	CDH3	cadherin 3
16	68644248	1920	260577	AC126773.4	novel transcript%2C antisense to CDH3
16	68737292	98249	39068	CDH1	cadherin 1
16	68814330	9196	260798	AC099314.1	novel transcript%2C antisense to CDH1
16	68843531	241651	103047	TANGO6	transport and golgi organization 6 homolog
16	68885576	101	199979	Y_RNA	Y RNA
16	68926894	63	275504	U7	U7 small nuclear RNA
16	68927547	20714	260999	AC009137.1	novel transcript
16	68933820	3905	266801	AC009137.2	novel transcript%2C sense intronic to transmembrane and coiled-coil domains 7 TMCO7
16	69007052	103	202497	RNU6-898P	RNA%2C U6 small nuclear 898%2C pseudogene
16	69105653	13066	103044	HAS3	hyaluronan synthase 3
16	69118010	14141	286140	DERPC	DERPC proline and glycine rich nuclear protein
16	69118010	14578	168802	CHTF8	chromosome transmission fidelity factor 8
16	69131291	99839	141076	UTP4	UTP4 small subunit processome component
16	69175671	106	207083	RNU6-22P	RNA%2C U6 small nuclear 22%2C pseudogene
16	69187129	121923	168807	SNTB2	syntrophin beta 2
16	69191123	100	200164	Y_RNA	Y RNA
16	69240549	1380	265113	AC026474.1	novel transcript%2C sense intronic to SNTB2
16	69299682	23018	260914	AC026464.4	novel protein
16	69311350	15589	132612	VPS4A	vacuolar protein sorting 4 homolog A
16	69320140	19443	213380	COG8	component of oligomeric golgi complex 8
16	69326913	3675	258429	PDF	peptide deformylase%2C mitochondrial
16	69328644	6227	272617	AC026464.6	novel protein%2C COG8-PDF readthrough
16	69335091	21215	260371	AC026464.3	novel protein
16	69335276	16454	259900	AC026464.1	novel protein
16	69337996	5110	132603	NIP7	nucleolar pre-rRNA processing protein NIP7
16	69343250	8536	157315	TMED6	transmembrane p24 trafficking protein 6
16	69355567	53004	132604	TERF2	telomeric repeat binding factor 2
16	69424619	41645	103018	CYB5B	cytochrome b5 type B
16	69463844	2420	260108	AC026464.2	novel transcript
16	69565094	139572	102908	NFAT5	nuclear factor of activated T cells 5
16	69565808	60	223109	MIR1538	microRNA 1538
16	69632141	430	274093	AC009032.1	novel transcript%2C sense intronic to NFAT5
16	69703065	1587	260772	AC012321.1	novel transcript
16	69706996	19672	181019	NQO1	NAD(P)H quinone dehydrogenase 1
16	69709874	709	261602	AC092115.2	novel transcript
16	69727013	15550	262136	AC092115.3	novel transcript
16	69741871	13055	141101	NOB1	NIN1 (RPN12) binding protein 1 homolog
16	69762328	179413	198373	WWP2	WW domain containing E3 ubiquitin protein ligase 2
16	69785994	119	252443	SNORA62	Small nucleolar RNA SNORA62/SNORA6 family
16	69933081	99	208017	MIR140	microRNA 140
16	69950705	13747	157322	CLEC18A	C-type lectin domain family 18 member A
16	69976297	89651	196696	PDXDC2P-NPIPB14P	nuclear pore complex-interacting protein
16	70030346	76	239118	MIR1972-2	microRNA 1972-2
16	70114332	48205	90857	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit
16	70138337	35146	247228	AC009060.1	novel transcript%2C antisense to PDPR %26 CLEC18C
16	70173322	14039	157335	CLEC18C	C-type lectin domain family 18 member C
16	70246778	5162	223496	EXOSC6	exosome component 6
16	70251983	37724	90861	AARS1	alanyl-tRNA synthetase 1
16	70276069	283	265648	RN7SL279P	RNA%2C 7SL%2C cytoplasmic 279%2C pseudogene
16	70289663	45642	157349	DDX19B	DEAD-box helicase 19B
16	70299194	73388	260537	AC012184.2	novel protein%2C DDX19B and DDX19A readthrough
16	70315442	31364	261777	AC012184.3	novel transcript%2C antisense to DDX19B and DDX19A
16	70346861	26522	168872	DDX19A	DEAD-box helicase 19A
16	70349085	23081	285710	AC012184.4	novel transcript%2C antisense to DDX19A
16	70375977	63260	157350	ST3GAL2	ST3 beta-galactoside alpha-2%2C3-sialyltransferase 2
16	70379457	20045	260111	AC012184.1	novel transcript%2C antisense to ST3GAL2
16	70445293	106	200153	RNU6-23P	RNA%2C U6 small nuclear 23%2C pseudogene
16	70454595	25679	157353	FCSK	fucose kinase
16	70480568	42992	103051	COG4	component of oligomeric golgi complex 4
16	70523791	53879	189091	SF3B3	splicing factor 3b subunit 3
16	70529509	79	221514	SNORD111B	small nucleolar RNA%2C C/D box 111B
16	70538005	93	221066	SNORD111	small nucleolar RNA%2C C/D box 111
16	70579895	80787	157368	IL34	interleukin 34
16	70661204	24849	132613	MTSS2	MTSS I-BAR domain containing 2
16	70661667	4169	279569	AC020763.4	novel transcript
16	70687439	113721	103043	VAC14	VAC14 component of PIKFYVE complex
16	70713987	2903	279412	AC020763.3	novel transcript
16	70747057	869	260156	AC020763.1	novel transcript%2C antisense to VAC14
16	70755035	18216	214353	VAC14-AS1	VAC14 antisense RNA 1
16	70768967	1254	279122	AC020763.2	novel transcript
16	70778433	712	279123	AC027281.1	novel transcript
16	70802084	428638	157423	HYDIN	HYDIN axonemal central pair apparatus protein
16	70852698	116	221725	RNU6ATAC25P	RNA%2C U6atac small nuclear 25%2C pseudogene
16	71080866	12801	259833	AC138625.2	novel transcript%2C antisense to HYDIN
16	71113352	648	259798	AC138625.1	novel transcript HYDIN
16	71281389	8326	180917	CMTR2	cap methyltransferase 2
16	71288775	21188	261260	AC106736.1	novel transcript
16	71358713	31723	172137	CALB2	calbindin 2
16	71366933	59531	261348	LINC02136	long intergenic non-protein coding RNA 2136
16	71429980	12074	260734	TLE7	TLE family member 7
16	71447597	15498	167377	ZNF23	zinc finger protein 23
16	71447600	41711	261611	AC010547.4	novel transcript
16	71462278	3663	247324	AC010547.1	novel transcript%2C antisense to ZNF23
16	71464555	100534	157429	ZNF19	zinc finger protein 19
16	71513863	3986	260520	AC010547.3	novel transcript%2C antisense to ZNF19
16	71525233	13515	140835	CHST4	carbohydrate sulfotransferase 4
16	71539834	1991	260015	AC010547.2	novel transcript%2C sense intronic to ZNF19
16	71563430	98	252339	RNU6-1061P	RNA%2C U6 small nuclear 1061%2C pseudogene
16	71564952	13235	260886	TAT-AS1	TAT antisense RNA 1
16	71565660	11432	198650	TAT	tyrosine aminotransferase
16	71623708	3108	260593	AC009097.2	novel transcript%2C antisense to MARVELD3
16	71626161	15953	140832	MARVELD3	MARVEL domain containing 3
16	71637835	86866	40199	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2
16	71655027	9185	260185	AC009097.1	novel transcript%2C antisense to PHLPP1
16	71666091	106	199301	RNU6-208P	RNA%2C U6 small nuclear 208%2C pseudogene
16	71698567	134	263666	SNORA70D	small nucleolar RNA%2C H/ACA box 70D
16	71723180	1050	261513	AC009097.4	novel transcript%2C antisense to PHLPP1
16	71726975	1017	260612	AC009097.3	novel transcript
16	71729000	80201	166747	AP1G1	adaptor related protein complex 1 subunit gamma 1
16	71758402	85	223224	SNORD71	small nucleolar RNA%2C C/D box 71
16	71845976	39292	224470	ATXN1L	ataxin 1 like
16	71845996	85203	182149	IST1	IST1 factor associated with ESCRT-III
16	71859680	996	279592	AC010653.2	novel transcript
16	71859680	35656	102984	ZNF821	zinc finger protein 821
16	71881553	720	261765	AC009127.1	novel transcript
16	71929538	70440	277481	PKD1L3	polycystin 1 like 3%2C transient receptor potential channel interacting
16	72008588	19076	102967	DHODH	dihydroorotate dehydrogenase (quinone)
16	72044289	50142	140830	TXNL4B	thioredoxin like 4B
16	72054505	6550	257017	HP	haptoglobin
16	72063148	14098	261701	HPR	haptoglobin-related protein
16	72084857	2586	260252	AC009087.1	novel transcript%2C antisense to TXNL4B
16	72093613	19299	140829	DHX38	DEAH-box helicase 38
16	72112157	64721	118557	PMFBP1	polyamine modulated factor 1 binding protein 1
16	72224565	579	261673	AC009075.1	novel transcript
16	72236281	428733	261008	LINC01572	long intergenic non-protein coding RNA 1572
16	72376704	56	283564	U6	U6 spliceosomal RNA
16	72425948	107944	260664	AC004158.1	novel transcript
16	72665123	157658	259768	AC004943.2	novel transcript%2C antisense to ZFHX3
16	72673503	61	238731	RNU7-90P	RNA%2C U7 small nuclear 90 pseudogene
16	72772673	599	279206	AC004943.3	novel transcript
16	72782885	1108986	140836	ZFHX3	zinc finger homeobox 3
16	72805998	3874	259209	AC004943.1	novel transcript%2C antisense to ZFHX3
16	72821933	59	251868	RNU7-71P	RNA%2C U7 small nuclear 71 pseudogene
16	72973374	458	279757	AC132068.1	novel transcript
16	73005601	540	280092	AC002044.3	novel transcript
16	73014319	157	272330	AC002044.1	novel transcript
16	73015047	969	279591	AC002044.2	novel transcript
16	73060245	2071	271009	AC116667.1	novel transcript
16	73092349	6988	260880	HCCAT5	hepatocellular carcinoma associated transcript 5
16	73123296	14284	284675	AC116667.2	novel transcript
16	73232055	1915	261227	AC140912.1	novel transcript
16	73293866	430	279120	AC009033.1	novel transcript
16	73386771	118183	258779	LINC01568	long intergenic non-protein coding RNA 1568
16	73543927	25382	260848	AC092114.1	novel transcript
16	73794057	15676	283457	AC087565.2	novel transcript
16	73812560	3494	259817	AC087565.1	novel transcript
16	73943078	353684	261404	AC138627.1	novel transcript
16	74053365	600	279420	AC138627.2	novel transcript
16	74150520	779	279100	AC009120.6	novel transcript
16	74282415	5104	261248	AC009120.4	novel transcript
16	74289593	1459	275236	AC009120.5	novel transcript
16	74296814	9474	103035	PSMD7	proteasome 26S subunit%2C non-ATPase 7
16	74305127	30219	259972	AC009120.2	novel transcript%2C antisense to PSMD7
16	74313337	2297	260884	AC009120.3	novel transcript
16	74367462	2364	261079	AC009053.2	novel transcript
16	74377878	14202	196436	NPIPB15	nuclear pore complex interacting protein family member B15
16	74408270	13683	140839	CLEC18B	C-type lectin domain family 18 member B
16	74422120	19817	261170	AC009053.3	novel transcript%2C antisense to CLEC18B
16	74447427	159717	90863	GLG1	golgi glycoprotein 1
16	74456541	70	251794	RNU6-237P	RNA%2C U6 small nuclear 237%2C pseudogene
16	74463888	100	207525	Y_RNA	Y RNA
16	74621399	45478	168411	RFWD3	ring finger and WD repeat domain 3
16	74671855	29105	168404	MLKL	mixed lineage kinase domain like pseudokinase
16	74712955	61876	103089	FA2H	fatty acid 2-hydroxylase
16	74871362	128811	103091	WDR59	WD repeat domain 59
16	74999024	111970	186187	ZNRF1	zinc and ring finger 1
16	75108601	2111	247033	AC099508.1	novel transcript%2C antisense to ZNRF1
16	75111860	4920	166816	LDHD	lactate dehydrogenase D
16	75119558	24642	261058	AC099508.2	novel transcript
16	75148494	23742	184517	ZFP1	ZFP1 zinc finger protein
16	75204103	3058	168928	CTRB2	chymotrypsinogen B2
16	75218988	7350	168925	CTRB1	chymotrypsinogen B1
16	75228181	39872	50820	BCAR1	BCAR1 scaffold protein%2C Cas family member
16	75286712	88	252101	RNU6-758P	RNA%2C U6 small nuclear 758%2C pseudogene
16	75293698	139805	153774	CFDP1	craniofacial development protein 1
16	75321890	3158	259999	AC009054.1	novel transcript%2C sense intronic to CFDP1
16	75379818	1442	261783	AC009054.2	novel transcript%2C sense intronic to CFDP1
16	75409332	134	252122	AC009163.2	
16	75412684	52022	261717	AC009163.5	novel TMEM170A-CFDP1 readthrough protein
16	75433836	2556	274220	AC009163.7	novel transcript
16	75443054	22443	166822	TMEM170A	transmembrane protein 170A
16	75458252	1765	261476	AC009163.4	novel transcript
16	75472052	23393	183196	CHST6	carbohydrate sulfotransferase 6
16	75475896	19511	203472	AC009163.1	novel transcript%2C antisense to CHST6
16	75497948	341	273971	AC009163.6	novel transcript
16	75528532	16896	260092	AC009163.3	TMEM231-CHST5 readthrough protein
16	75528535	6712	135702	CHST5	carbohydrate sulfotransferase 5
16	75536741	19527	205084	TMEM231	transmembrane protein 231
16	75541399	67046	259992	AC025287.1	ADAT1 and TMEM231 readthrough transcript
16	75556392	667	276408	AC025287.2	novel transcript
16	75566375	11506	34713	GABARAPL2	GABA type A receptor associated protein like 2
16	75572185	500	276523	AC025287.3	novel transcript%2C antisense to GABARAPL2
16	75596981	26319	65457	ADAT1	adenosine deaminase tRNA specific 1
16	75627474	21169	65427	KARS1	lysyl-tRNA synthetase 1
16	75647773	114099	166848	TERF2IP	TERF2 interacting protein
16	75660227	16782	284484	AC025287.4	novel protein similar to cytoplasmic polyadenylated homeobox like CPHXL
16	75693893	7568	282757	DUXB	double homeobox B
16	75698531	285	240199	RN7SL520P	RNA%2C 7SL%2C cytoplasmic 520%2C pseudogene
16	75714131	12359	283755	CPHXL	cytoplasmic polyadenylated homeobox like
16	75838576	22293	261313	AC105430.1	novel transcript
16	76107283	40523	260223	AC099511.1	novel transcript
16	76228379	33986	260983	AC010528.1	novel transcript
16	76264776	12527	286841	AC010528.2	novel transcript
16	76277278	283479	152910	CNTNAP4	contactin associated protein family member 4
16	76277288	542336	287694	AC106741.1	novel protein
16	76287630	109	252814	RN7SKP233	RN7SK pseudogene 233
16	76469508	87	252022	SNORD33	Small nucleolar RNA Z195/SNORD33/SNORD32 family
16	76582556	542	273659	AC108125.1	novel transcript
16	76634998	23480	250514	LINC02125	long intergenic non-protein coding RNA 2125
