# Derived from Homo_sapiens.GRCh38.102.chr.gtf.gz in http://ftp.ensembl.org/pub/release-102/gtf/homo_sapiens/
# Chromosome	Start	Name
10	22045476	DNAJC1
1	179051111	TOR3A
16	108057	RHBDF1
12	57866037	ARHGAP9
19	34112860	CHST8
3	9691116	MTMR14
9	114803060	SUSD1
16	779754	NARFL
7	100277129	GIGYF1
19	39903749	PLEKHG2
13	61983818	PCDH20
5	56471274	GPBP1
2	202671301	CDK15
5	37106329	C5orf42
19	52392487	ZNF649
2	3642421	COLEC11
22	42334724	CENPM
12	56618124	NABP2
8	120846180	DSCC1
17	42264353	TMUB2
X	23851464	APOO
1	32665986	CCDC28B
22	50312277	CRELD2
9	37800550	DCAF10
4	2233562	HAUS3
1	110292701	EPS8L3
17	57642885	DHX40
11	19245609	E2F8
3	21462489	ZNF385D
11	63706441	NAA40
3	130745693	NEK11
17	43100705	DCAKD
15	44119111	WDR76
6	30594662	ATAT1
16	68262449	ESRP2
15	47476402	SEMA6D
2	197697727	PGAP1
10	60272903	BICC1
15	74610881	CCDC33
1	155146262	TRIM46
1	84944919	RPF1
8	33356026	TTI2
14	32047121	NUBPL
16	67143894	C16orf70
2	233470766	EFHD1
22	50624340	TRABD
1	154955769	FLAD1
2	228844669	SPHKAP
6	28317690	ZKSCAN3
20	43538700	PABPC1L
20	31595383	BPIFB2
8	21995526	REEP4
19	19672515	PBX4
12	112123856	ACAD10
19	41860321	B9D2
15	65871095	VWA9
9	131133597	URM1
10	82214037	TSPAN14
7	100064141	TSC22D4
1	1327667	CCNL2
6	150464187	PPP1R14C
18	70409548	NETO1
10	102790995	SFXN3
8	11278972	FAM167A
7	71244475	CALN1
6	80340821	SH3BGRL2
1	6484847	ESPN
12	57849073	INHBE
18	2847027	EMILIN2
1	150670534	HORMAD1
16	67696847	ENKD1
14	99864082	SETD3
2	227700670	RHBDD1
19	51125233	SYT3
17	5322960	RPAIN
6	170599790	FAM120B
16	23652686	DCTN5
X	119292466	RHOXF2
X	148678215	TMEM185A
16	88493878	ZNF469
17	51900238	KIF2B
17	8023907	HES7
16	46919025	GPT2
12	3724493	CRACR2A
19	55851220	SUV420H2
16	28962317	NFATC2IP
1	204372491	PPP1R15B
19	16244837	HSH2D
6	144164409	LTV1
6	158530535	SERAC1
15	57668702	CGNL1
10	98981929	ARHGAP19
19	3880617	ATCAY
6	52226925	PAQR8
20	278203	ZCCHC3
9	131395939	WDR34
8	58907112	FAM110B
1	52521856	BTF3L4
19	54372644	MYADM
16	71660055	MARVELD3
10	85954390	CDHR1
17	37827374	PGAP3
19	17160570	HAUS8
4	106965473	TBCK
6	129898239	ARHGAP18
2	190634992	ORMDL1
7	130033611	CEP41
6	84743419	MRAP2
9	112403067	PALM2
8	113235158	CSMD3
9	130830478	SLC25A25
22	37763999	ELFN2
2	23608297	KLHL29
11	102267055	TMEM123
19	39432040	FBXO17
1	54411998	LRRC42
1	89724633	GBP5
19	36266416	ARHGAP33
16	11439294	RMI2
14	23846016	CMTM5
20	3713316	HSPA12B
12	55248298	MUCL1
12	52959602	KRT74
14	92790151	SLC24A4
16	23533333	EARS2
17	38024454	ZPBP2
19	3585568	GIPC3
1	44584521	KLF17
1	228294379	MRPL55
20	51801821	TSHZ2
4	129805147	SCLT1
5	157170702	LSM11
6	150209600	RAET1E
7	144094332	NOBOX
15	101142754	ASB7
15	45028559	TRIM69
12	52979372	KRT72
20	138110	DEFB127
11	7273180	SYT9
11	26580578	MUC15
13	44453419	LACC1
15	25380788	PWAR1
16	66461199	BEAN1
16	70613797	IL34
19	1473199	C19orf25
1	153940314	CREB3L4
1	222885894	BROX
1	85715636	C1orf52
1	151009028	BNIPL
22	21319417	AIFM3
2	170590355	KLHL23
3	32280170	CMTM8
7	16899029	AGR3
17	33570085	SLFN5
1	197473878	DENND1B
1	26187974	PAQR7
3	39224705	XIRP1
5	78908242	PAPD4
7	64838711	ZNF92
6	42883726	PTCRA
8	57212206	SDR16C5
1	118496287	SPAG17
3	195943382	SLC51A
17	63631657	CEP112
3	57483730	DNAH12
4	39548916	SMIM14
13	51285161	DLEU7
10	18948312	ARL5B
7	6838565	CCZ1B
8	87111138	ATP6V0D2
11	66234335	PELI3
4	75174186	EPGN
3	130064358	COL6A5
1	76540388	ST6GALNAC3
4	13570365	BOD1L1
12	56631590	ANKRD52
12	112597991	HECTD4
14	105331649	CEP170B
16	2069520	NPW
16	30007529	INO80E
18	24034873	KCTD1
19	49244144	IZUMO1
3	183814851	HTR3E
3	44379943	TCAIM
8	27727398	SCARA5
X	138808504	ATP11C
14	24439223	DHRS4L2
11	7981155	NLRP10
12	53215230	KRT79
17	77704864	ENPP7
20	939095	RSPO4
17	57187307	SKA2
1	168195254	SFT2D2
11	298200	IFITM5
15	62455736	C2CD4B
11	65383782	PCNXL3
2	88055478	RGPD1
9	95087749	CENPP
14	101521023	MIR134
12	54730999	MIR148B
X	133303838	MIR20B
5	138784242	ECSCR
8	145490546	SCX
2	131369105	POTEJ
4	38869652	MIR574
7	16127151	ISPD
7	75046059	POM121C
5	135416179	VTRNA2-1
16	14403141	MIR365A
1	161007421	TSTD1
11	67429632	ALDH3B2
Y	6733958	AMELY
X	9754495	SHROOM2
16	330605	ARHGDIG
1	40222853	BMP8B
11	64883874	ZNHIT2
11	59824100	MS4A3
18	63417887	CDH7
X	77154960	COX7B
3	148545587	CPB1
3	194060493	CPN2
22	25595816	CRYBB3
16	75252883	CTRB1
19	41381343	CYP2A7
3	42913683	CYP8B1
9	136528683	SARDH
1	44435652	DPH2
8	105391651	DPYS
3	48673895	CELSR3
1	101337927	EXTL2
1	120926127	FCGR1B
8	39601254	ADAM2
1	155183615	GBAP1
1	35220647	GJB5
8	53852467	NPBWR1
6	29855349	HLA-H
2	74741595	TLX2
7	100136833	AGFG2
20	49620192	KCNG1
12	52771595	KRT84
1	201349965	LAD1
7	100171633	LRCH4
1	152850797	SMCP
8	67474409	MYBL1
19	54606159	NDUFA3
12	673461	NINJ2
17	78440632	NPTX1
12	15125955	PDE6H
8	17433941	PDGFRL
2	88047605	PLGLB2
12	11460014	PRB4
19	43225793	PSG3
19	43696853	PSG4
19	43406233	PSG6
11	67202980	PTPRCAP
12	56915608	RBMS2
1	192605267	RGS13
1	153509622	S100A5
18	40847856	SYT4
5	178138521	ZNF354A
6	35085848	TCP11
1	152078792	TCHH
10	98124362	TLL2
21	40759691	WRB
7	99667593	ZNF3
X	84498996	ZNF711
8	146155743	ZNF16
19	23540497	ZNF91
1	26364512	SLC30A2
14	73086003	DPF3
X	153715644	SLC10A3
5	69321071	SERF1A
10	135043777	UTF1
20	52560076	BCAS1
10	13628938	PRPF18
19	281039	PPAP2C
12	4714028	DYRK4
14	50798643	CDKL1
X	76709646	FGF16
17	21101262	TMEM11
17	56566892	MTMR4
14	50250238	NEMF
8	1993157	MYOM2
3	185000728	MAP3K13
17	27400538	TIAF1
15	59903981	GCNT3
7	43622691	STK17A
8	73449625	KCNB2
14	24540045	CPNE6
Y	20137666	CDY2A
11	44953898	TP53I11
8	66582107	MTFR1
18	74069636	ZNF516
14	35591526	KIAA0391
7	22157907	RAPGEF5
20	30697308	TM9SF4
2	64858754	SERTAD2
18	46065426	CTIF
3	37027356	EPM2AIP1
17	12692828	ARHGAP44
16	84402128	ATP2C2
3	38388250	XYLB
21	34961647	CRYZL1
17	13397348	HS3ST3A1
12	49716970	TROAP
6	149068270	UST
12	58213709	CTDSP2
2	169929084	DHRS9
18	72922709	TSHZ1
3	111260925	CD96
6	46188466	RCAN2
5	64064744	CWC27
13	50656304	DLEU1
21	38595725	DSCR3
12	56708257	CNPY2
8	21881620	NPM2
10	134000413	DPYSL4
17	39958204	LEPREL4
11	62009723	SCGB1D2
9	111624507	ACTL7A
4	77969176	CCNI
12	113830250	SDS
X	101768609	TMSB15A
10	118892800	VAX1
14	88932121	PTPN21
12	108126642	PRDM4
1	24829386	RCAN3
5	64444562	ADAMTS6
7	111846642	ZNF277
19	15726028	CYP4F8
Y	16733900	NLGN4Y
16	77224815	MON1B
2	25264972	EFR3B
3	108099215	MYH15
16	3550944	CLUAP1
8	27142402	TRIM35
19	38397860	SIPA1L3
1	183904965	COLGALT2
17	3907738	ZZEF1
7	17830384	SNX13
1	67465014	SLC35D1
3	47021172	NBEAL2
2	72403112	EXOC6B
21	46683842	POFUT2
15	51739920	DMXL2
12	111471827	CUX2
1	43855555	SZT2
14	50234786	KLHDC2
1	201433411	PHLDA3
1	150230137	CA14
7	99102572	ZKSCAN5
17	3511555	SHPK
1	205111630	DSTYK
7	97910978	BRI3
22	43435522	TTLL1
12	51318533	METTL7A
12	6648693	IFFO1
11	71820632	ANAPC15
1	25548766	SYF2
14	23938897	NGDN
20	25280833	ABHD12
10	97423152	TCTN3
20	60758080	MTG2
5	140514787	PCDHB5
17	65373396	PITPNC1
6	99321600	FBXL4
4	175157809	FBXO8
9	136028334	GBGT1
14	67853695	PLEK2
3	186358148	FETUB
11	134123433	ACAD8
17	64960979	CACNG4
3	101368282	ZBTB11
19	3708334	TJP3
22	41957013	CSDC2
6	54173202	TINAG
22	41994031	DESI1
Y	244667	PPP2R3B
5	122181159	SNX24
11	57174426	SLC43A3
1	224544512	CNIH4
17	8191968	RANGRF
13	43597361	DNAJC15
16	58147496	CFAP20
6	26597170	ABT1
2	121974163	TFCP2L1
6	116601225	DSE
7	2273925	FTSJ2
16	4560676	CDIP1
19	2732522	SLC39A3
2	160175489	BAZ2B
18	56934266	RAX
12	10958649	TAS2R8
12	10977944	TAS2R10
3	108541544	TRAT1
12	102406617	CCDC53
1	149871134	BOLA1
1	29519168	MECR
9	131084786	COQ4
3	179041550	ZNF639
11	61159831	TMEM216
19	19740281	GMIP
19	11616730	ECSIT
8	143808620	THEM6
11	32457063	WT1-AS
12	121016847	POP5
5	115420672	COMMD10
9	131581929	C9orf114
6	36321997	ETV7
2	238969564	SCLY
2	64119666	VPS54
3	150321065	SELT
16	96978	POLR3K
12	113659242	TPCN1
14	88646451	KCNK10
1	54317391	YIPF1
X	57162082	SPIN2A
6	153308500	MTRF1L
5	176946789	FAM193B
5	32227112	MTMR12
1	65886398	LEPROT
16	87741417	KLHDC4
19	55602280	PPP1R12C
19	12863406	BEST2
4	17802277	DCAF16
18	60190657	ZCCHC2
1	203734283	LAX1
5	169010637	SPDL1
20	62367811	LIME1
14	23415436	HAUS4
4	71062243	ODAM
X	14024844	GEMIN8
4	170650618	C4orf27
14	105475909	CDCA4
17	48610047	EPN3
12	47158543	SLC38A4
17	17380299	MED9
19	33571785	GPATCH1
1	32830233	BSDC1
6	88384577	AKIRIN2
1	12290095	VPS13D
1	150618700	GOLPH3L
3	119147806	TMEM39A
5	76726757	WDR41
10	101992052	CWF19L1
5	31532372	C5orf22
4	6717841	BLOC1S4
11	33061560	TCP11L1
7	150497853	TMEM176A
15	78556988	DNAJA4
7	2443194	CHST12
1	220087605	SLC30A10
22	50925212	MIOX
7	92861652	CCDC132
16	20744985	THUMPD1
9	19230762	DENND4C
10	13685705	FRMD4A
12	49490922	LMBR1L
14	58666832	ACTR10
17	72429835	GPRC5C
19	11350294	C19orf80
20	35234136	C20orf24
19	4657556	C19orf10
19	44232148	SMG9
5	140174443	PCDHA2
17	56634037	TEX14
20	7957999	TMX4
17	80572437	WDR45B
3	98234316	CLDND1
5	151771101	NMUR2
3	158384202	LXN
3	44803208	KIF15
11	67222817	CABP4
16	57481336	COQ9
6	88223652	RARS2
20	47862438	ZNFX1
1	209757044	CAMK1G
4	47487409	ATP10D
12	63037762	PPM1H
3	128846258	ISY1
5	123972609	ZNF608
16	66914263	PDP2
14	23742843	HOMEZ
3	3841114	LRRN1
12	124086623	DDX55
2	74448560	SLC4A5
17	55055467	SCPEP1
20	3127164	FASTKD5
7	151722758	GALNT11
8	82711817	SNX16
1	79355448	ELTD1
11	59939970	MS4A6A
12	100593864	ACTR6
16	1448305	UNKL
1	40840304	SMAP2
14	21457964	METTL17
11	706119	EPS8L2
2	27714749	FNDC4
3	52558384	NT5DC2
5	1798498	MRPL36
3	49895413	CAMKV
2	101179417	PDCL3
19	6440074	SLC25A23
15	41245346	CHAC1
8	145582240	SLC52A2
5	49961732	PARP8
X	106183963	MORC4
1	42922164	PPCS
16	74907470	WDR59
17	29226000	TEFM
10	5680819	ASB13
11	46722643	ZNF408
2	203776940	CARF
2	166729871	TTC21B
5	35617988	SPEF2
10	15820167	FAM188A
14	91580356	C14orf159
22	36883232	FOXRED2
19	7953389	LRRC8E
8	37553268	ZNF703
1	115312104	SIKE1
17	42785975	DBF4B
8	68864349	PREX2
16	30996518	HSD3B7
3	127391780	ABTB1
1	209941832	TRAF3IP3
17	36686258	SRCIN1
14	53503457	DDHD1
2	176788619	KIAA1715
11	4701400	OR51E2
12	12878850	APOLD1
15	23004683	NIPA2
8	42708437	RNF170
19	10812111	QTRT1
10	101370274	SLC25A28
2	74682149	INO80B
12	104382760	GLT8D2
12	72057676	THAP2
5	102884555	NUDT12
X	34645180	TMEM47
16	84155743	HSDL1
X	154689079	H2AFB3
10	45455218	RASSF4
13	30776766	KATNAL1
18	44633780	HDHD2
6	146119271	FBXO30
3	147103834	ZIC4
19	34895302	PDCD2L
3	99833773	CMSS1
1	180257351	ACBD6
4	7967036	ABLIM2
2	27805835	ZNF512
10	60937226	PHYHIPL
7	5346422	TNRC18
6	43211417	TTBK1
4	144106069	USP38
2	74759385	LOXL3
9	131483148	ZDHHC12
7	129804554	TMEM209
14	21927178	RAB2B
1	63249776	ATG4C
1	166958325	MAEL
1	36859020	LSM10
X	152338258	PNMA6A
9	116917824	COL27A1
6	110745891	SLC22A16
11	93394815	CEP295
2	26568953	EPT1
9	95709600	FGD3
5	141018868	FCHSD1
19	51994480	SIGLEC12
13	41701708	KBTBD6
15	35812473	DPH6
6	53883713	MLIP
5	177664616	COL23A1
1	26608772	UBXN11
3	53122500	RFT1
16	12070590	SNX29
1	170501262	GORAB
19	6464248	CRB3
3	140770243	SPSB4
4	38869353	FAM114A1
X	48316919	SLC38A5
19	1491003	REEP6
2	131099797	IMP4
6	43445260	TJAP1
12	52937692	KRT71
10	99344101	HOGA1
22	31677578	PIK3IP1
19	49538825	CGB1
2	179059207	OSBPL6
8	92221721	SLC26A7
7	23338939	MALSU1
1	244998630	COX20
16	20634558	ACSM1
19	3762664	MRPL54
4	36067619	ARAP2
7	150783508	AGAP3
1	166825748	TADA1
12	99018029	IKBIP
14	23299091	MRPL52
14	50065414	LRR1
16	4827614	12-Sep
17	6918055	C17orf49
19	2071034	MOB3A
1	2518188	FAM213B
1	36883506	OSCP1
1	236558715	EDARADD
2	167744996	XIRP2
2	202152993	ALS2CR12
2	242034980	MTERF4
3	52321835	GLYCTK
4	188916924	ZFP42
6	71571068	B3GAT2
7	150872784	ASB10
8	8559665	CLDN23
2	171034654	MYO3B
21	19618191	CHODL
20	37353104	SLC32A1
2	238877434	UBE2F
X	90689596	PABPC5
11	6518525	DNHD1
13	53191604	HNRNPA1L2
14	74318533	PTGR2
15	76234327	NRG4
16	68573115	ZFP90
20	43738092	WFDC5
2	114195267	CBWD2
3	160473991	PPM1L
3	109012634	DPPA2
6	20099915	MBOAT1
9	15170841	TTC39B
12	10103914	CLEC12A
2	42989638	OXER1
2	24163375	UBXN2A
8	39792473	IDO2
9	139098181	QSOX2
X	117957705	ZCCHC12
13	76099354	COMMD6
13	100258917	CLYBL
1	2115898	C1orf86
2	69172363	GKN2
17	79976578	STRA13
4	165997229	TMEM192
10	63997908	RTKN2
6	109814058	AK9
6	47749774	OPN5
4	78634540	CNOT6L
3	85008132	CADM2
10	131633495	EBF3
15	42834719	LRRC57
3	46742822	TMIE
19	50392912	IL4I1
X	151918386	MAGEA2B
4	89617063	NAP1L5
11	62495951	TTC9C
12	131438451	GPR133
17	72946838	HID1
17	78194199	SLC26A11
17	78388966	ENDOV
4	73920412	COX18
6	117803766	DCBLD1
12	132621139	DDX51
6	29640168	ZFP57
2	80529002	LRRTM1
3	139279024	NMNAT3
1	182419255	RGSL1
5	140050380	DND1
11	11292420	GALNT18
1	46806849	NSUN4
20	48740273	TMEM189
20	48697660	TMEM189-UBE2V1
8	94743730	RBM12B
6	30951484	MUC21
X	21874104	YY2
20	61809851	MIR124-3
3	52328234	MIR135A1
3	160122532	MIR16-2
3	120114514	MIR198
6	33175611	MIR219A1
6	72086662	MIR30C2
1	41220026	MIR30E
5	87962670	MIR9-2
X	133303567	MIR92A2
17	34623841	CCL3L3
1	242158791	MAP1LC3C
17	79099682	MIR338
2	179316162	DFNB59
X	133303407	MIR363
19	15939756	UCA1
19	39279849	LGALS7B
1	145764594	GPR89A
20	26188821	MIR663A
2	111296064	RGPD6
7	141940555	MOXD2P
14	75519927	ACYP1
6	49801978	CRISP1
1	104292462	AMY1B
1	104292440	AMY1C
1	176826440	ASTN1
2	176040985	ATP5G3
19	49141198	CA11
17	65040651	CACNG1
16	49311828	CBLN1
5	19473154	CDH18
9	115913237	SLC31A2
5	85913783	COX7C
3	148583042	CPA3
2	209025463	CRYGA
1	85018803	CTBS
16	2286467	DNASE1L2
19	11562142	ELAVL3
2	73144603	EMX1
6	1390068	FOXF2
1	171283321	FMO4
19	5865836	FUT5
15	49447955	GALK2
20	33432522	GGT7
9	114423850	GNG10
16	83841507	HSBP1
2	26149454	KIF3C
17	39533920	KRT34
17	39632940	KRT35
2	128293377	MYO7B
X	72432136	NAP1L2
4	140211070	NDUFC1
X	48398074	TBC1D25
19	43568361	PSG2
3	10857884	SLC6A11
22	21383006	SLC7A4
20	306214	SOX12
1	153012200	SPRR2D
9	100883256	CORO2A
2	95831161	ZNF2
19	58790317	ZNF8
10	43084531	ZNF33B
7	99647416	ZSCAN21
9	130186652	ZNF79
1	247285276	ZNF124
X	152082985	ZNF185
11	3379156	ZNF195
16	3272324	ZNF200
6	29555682	OR2H2
4	175563161	GLRA3
10	70242089	SLC25A16
X	7866803	PNPLA4
16	11762288	SNN
6	26246838	HIST1H4G
11	57252003	SLC43A1
4	8594386	CPZ
8	143866297	LY6D
17	39642387	KRT36
14	78138748	ALKBH1
9	139889059	CLIC3
10	17631957	PTPLA
1	35451766	ZMYM6
8	8641998	MFHAS1
18	29202208	B4GALT6
X	129305772	RAB33A
3	38307297	SLC22A13
15	74275558	STOML1
19	24216206	ZNF254
14	96152753	TCL1B
1	2407753	PLCH2
8	53023391	ST18
17	73452544	KIAA0195
X	100910267	ARMCX2
17	43513265	PLEKHM1
22	50247496	ZBED4
9	37438099	ZBTB5
3	38537762	EXOG
X	109437413	AMMECR1
19	6752172	SH2D3A
11	2323242	TSPAN32
6	30119722	TRIM10
22	39174512	DNAL4
7	102220092	RASA4
17	47778295	SLC35B1
9	127962820	RABEPK
6	29942891	HCG9
5	139937852	APBB3
1	220230823	BPNT1
8	97657454	CPQ
8	7308085	SPAG11B
8	120079423	COLEC10
16	23701625	ERN2
17	74561460	ST6GALNAC2
5	89770680	POLR3G
22	29702984	GAS2L1
2	177134122	MTX2
10	102986732	LBX1
X	17818168	RAI2
19	9523101	ZNF266
2	85811530	VAMP5
8	42010463	AP3M2
20	43126080	SERINC3
17	80614942	RAB40B
19	59009699	SLC27A5
11	65657874	CCDC85B
22	37154245	IFT27
2	48757307	STON1
7	49977023	ZPBP
3	50388125	CYB561D2
11	130274817	ADAMTS8
19	47978397	KPTN
2	101623689	TBC1D8
14	31494675	AP4S1
9	136336215	SLC2A6
8	37620100	PROSC
12	51745832	GALNT6
17	56833229	PPM1E
13	96230455	DZIP1
1	42642209	FOXJ3
15	40733349	BAHD1
17	8214139	ARHGEF15
19	1107632	SBNO2
14	55034329	SAMD4A
15	64791618	ZNF609
5	179289070	TBC1D9B
17	2699731	RAP1GAP2
19	17858526	FCHO1
3	69217933	FRMD4B
11	73111522	FAM168A
1	20208887	OTUD3
18	9136750	ANKRD12
5	102455951	PPIP5K2
9	88161453	AGTPBP1
5	133861797	JADE2
10	22605311	COMMD3
8	29952921	LEPROTL1
10	71211225	TSPAN15
1	241756451	OPN3
8	133582666	LRRC6
19	46112657	EML2
22	29655840	RHBDD3
9	34989637	DNAJB5
10	103348044	DPCD
6	99845926	PNISR
19	36505561	CLIP3
20	62218946	GMEB2
8	145579087	FBXL6
3	142536701	PCOLCE2
9	131071378	TRUB2
5	132202318	UQCRQ
19	49867041	DKKL1
18	76740274	SALL3
10	135051407	VENTX
5	128300819	SLC27A6
14	25278860	STXBP6
3	46753605	PRSS50
2	10091791	GRHL1
8	105501458	LRP12
21	34949858	DONSON
15	76640526	SCAPER
1	3547330	WRAP73
19	10070236	COL5A3
14	74416954	COQ6
4	84377084	MRPS18C
1	26496387	ZNF593
2	63348534	WDPCP
12	16064105	DERA
13	20977805	CRYL1
16	21610796	METTL9
2	3383445	TRAPPC12
6	112391859	TUBE1
X	102611379	WBP5
15	34517197	EMC4
3	48509196	SHISA5
X	75392770	PBDC1
5	133634114	CDKL3
16	14726667	BFAR
6	5998232	NRN1
12	53161938	KRT76
3	51705190	TEX264
6	143380499	AIG1
1	147400505	GPR89B
20	55043640	RTFDC1
17	42396992	SLC25A39
7	95115212	ASB4
1	54387233	HSPB11
1	151735444	OAZ3
16	88923493	TRAPPC2L
11	7686325	CYB5R2
3	122628039	SEMA5B
2	23971533	ATAD2B
12	53835432	PRR13
10	86088344	CCSER2
7	91875547	ANKIB1
11	19138691	ZDHHC13
12	122215659	RHOF
17	66531256	FAM20A
9	93372113	DIRAS2
5	175969511	CDHR2
15	75247442	RPP25
11	67070918	SSH3
4	89299890	HERC6
18	33767479	MOCOS
17	4935896	SLC52A1
16	70147528	PDPR
7	158649268	WDR60
1	109234931	PRPF38B
2	164461461	FIGN
8	66514690	ARMC1
3	140660661	SLC25A36
4	25000470	LGI2
11	18552949	UEVLD
11	76571916	ACER3
Y	148060	PLCXD1
4	113460488	ZGRF1
4	140637545	MAML3
16	85008066	ZDHHC7
14	76071804	FLVCR2
8	95835517	INTS8
14	21538418	ARHGEF40
12	29301935	FAR2
1	210501595	HHAT
1	150969300	FAM63A
7	128116782	METTL2B
3	10004363	EMC3
3	44596666	ZKSCAN7
5	140474190	PCDHB2
5	140165720	PCDHA1
10	23983674	KIAA1217
11	122709205	CRTAM
X	46433121	CHST7
X	102585113	TCEAL7
10	98277866	TM9SF3
11	118415242	IFT46
3	52467050	SEMA3G
16	19566736	C16orf62
8	68334404	CPA6
1	24104875	PITHD1
2	27505296	TRIM54
2	162480844	SLC4A10
11	117298487	DSCAML1
10	25464289	GPR158
4	6911170	TBC1D14
1	109656584	KIAA1324
4	7194373	SORCS2
9	138594030	KCNT1
10	102732285	SEMA4G
5	140561264	PCDHB16
4	2271323	ZFYVE28
11	73357222	PLEKHB1
9	115446228	INIP
6	31638727	LY6G5B
1	84864214	DNASE2B
1	202163117	LGR6
2	20883773	C2orf43
9	88556056	NAA35
3	127872299	EEFSEC
20	61583998	SLC17A9
20	44577291	ZNF335
X	118672111	CXorf56
4	113434671	NEUROG2
5	64813592	CENPK
3	184428154	MAGEF1
16	69362523	PDF
20	44802371	CDH22
7	70597522	WBSCR17
10	114190047	ZDHHC6
18	29843483	GAREM
1	231114822	ARV1
5	107194733	FBXL17
12	49760687	SPATS2
1	53152013	COA7
2	179345198	PLEKHA3
3	132757131	TMEM108
8	33448847	DUSP26
7	99156447	ZNF655
15	45694518	SPATA5L1
14	104182080	ZFYVE21
19	45666185	TRAPPC6A
17	80400462	C17orf62
3	46556877	LRRC2
2	200820039	C2orf47
6	119280993	FAM184A
16	4846962	ROGDI
X	135298973	MAP7D3
15	60711807	ICE2
5	153825516	SAP30L
9	101569980	GALNT12
22	37447775	KCTD17
10	32735009	CCDC7
15	75105193	LMAN1L
19	55964345	ISOC2
15	34432874	KATNBL1
14	95648275	CLMN
8	144635556	GSDMD
1	213123861	VASH2
4	106631969	GSTCD
10	5435060	TUBAL3
17	34958024	MRM1
19	41197433	ADCK4
1	111728590	DENND2D
12	113736570	SLC8B1
2	130939494	MZT2B
13	46916134	KIAA0226L
12	124420955	CCDC92
1	117653676	TRIM45
X	24001832	KLHL15
4	105389462	CXXC4
9	117098406	AKNA
X	103494718	ESX1
8	104410865	SLC25A32
2	16730729	FAM49A
1	70724684	ANKRD13C
10	102820998	KAZALD1
20	123193	DEFB126
5	180630121	TRIM7
16	72152995	PMFBP1
17	17876126	LRRC48
18	24495594	CHST9
9	134399182	UCK1
19	43919034	TEX101
11	63991270	TRPT1
12	2934513	NRIP2
22	18043138	SLC25A18
11	65154040	FRMD8
7	102715327	ARMC10
1	110082493	GPR61
1	207131311	FCAMR
1	178482211	TEX35
11	6232563	FAM160A2
4	147175139	SLC10A7
6	109169618	ARMC2
1	90098643	LRRC8C
11	65764015	EIF1AD
3	126423062	CHCHD6
19	11663857	ELOF1
10	134901507	GPR123
18	77915116	PARD6G
5	79615789	SPZ1
9	35812956	HINT2
4	80238271	NAA11
11	126071988	RPUSD4
13	101256089	TMTC4
9	97521930	C9orf3
12	34175215	ALG10
15	41099273	ZFYVE19
20	42544781	TOX2
12	53645369	MFSD5
1	222988430	DISP1
8	145703364	PPP1R16A
8	98285713	TSPYL5
2	163227916	KCNH7
15	91498105	RCCD1
2	42275160	PKDCC
17	33288548	ZNF830
14	74551655	LIN52
16	46736193	MYLK3
14	20757300	TTC5
X	148622518	CXorf40A
2	231191893	SP140L
10	98102974	OPALIN
1	247197939	ZNF670
13	19997018	TPTE2
16	48116883	ABCC12
5	130977406	FNIP1
14	76452095	IFT43
16	31000576	STX1B
14	64063756	WDR89
19	49925670	PTH2
12	7052979	C12orf57
12	40148822	SLC2A13
17	30348154	LRRC37B
1	153270337	PGLYRP3
2	220462572	STK11IP
11	47586981	PTPMT1
16	4421848	VASN
8	52730134	PCMTD1
15	66585912	DIS3L
3	26664296	LRRC3B
20	29956420	DEFB118
10	105881928	SFR1
11	45943171	GYLTL1B
14	92246095	TC2N
16	80631795	CDYL2
19	39514662	FBXO27
19	17392453	ANKLE1
2	99785725	MITD1
2	38893051	GALM
3	131100514	NUDT16
3	141497042	GRK7
3	63263913	SYNPR
4	83845756	LIN54
5	10277706	CMBL
8	59323822	UBXN2B
12	48541570	ASB8
20	31755882	BPIFA2
20	43380444	RIMS4
10	72432261	ADAMTS14
20	2082527	STK35
10	116697951	TRUB1
11	111411232	LAYN
11	63580845	C11orf84
12	8997599	A2ML1
17	77085426	RBFOX3
17	8706040	PIK3R6
18	10454624	APCDD1
21	15646119	ABCC13
2	175296299	GPR155
3	46963219	CCDC12
4	79839093	PAQR3
6	154726432	CNKSR3
8	9182560	LOC157273
X	14903412	MOSPD2
X	119243010	RHOXF1
10	75257295	USP54
12	105413561	ALDH1L2
14	23352431	REM2
16	75182338	ZFP1
17	60778674	10-Mar
4	150999425	DCLK2
X	23018077	DDX53
19	18530145	SSBP4
X	51075082	NUDT10
19	44126521	CADM4
3	58477822	KCTD6
3	183749529	HTR3D
17	73885040	TRIM65
4	184560787	RWDD4
7	88388681	ZNF804B
11	125756954	HYLS1
9	70432003	CBWD5
6	33422355	ZBTB9
7	30174551	MTURN
6	117198375	RFX6
6	35181838	SCUBE3
20	29976770	DEFB119
22	32077333	PRR14L
2	37311593	GPATCH11
3	174577110	NAALADL2
4	106816596	NPNT
17	6926368	BCL6B
15	75941347	SNX33
10	118430702	HSPA12A
12	11182985	TAS2R31
11	118766850	BCL9L
13	50589389	KCNRG
17	80059345	CCDC57
2	210636716	UNC80
5	63461669	RNF180
6	109416355	CEP57L1
8	10753656	XKR6
X	67718623	YIPF6
X	1581465	P2RY8
14	94929057	SERPINA9
17	60501245	METTL2A
4	68776018	TMPRSS11A
9	14611068	ZDHHC21
9	34252377	KIF24
11	17373308	NCR3LG1
7	130628918	LINC-PINT
